UF,PIB,Pop_est_2009,classe
PERNAMBUCO,62361.6015625,15547,1
RIO GRANDE DO SUL,131709.171875,8866,2
BAHIA,54279.22265625,15185,1
BAHIA,142412.078125,37041,1
BAHIA,11437501,31699,5
MINAS GERAIS,42911.7265625,6713,1
GOIÁS,57557.48828125,5591,2
MINAS GERAIS,16619.5234375,2579,1
BAHIA,129550.7890625,36996,1
SANTA CATARINA,47779.5546875,2673,2
MINAS GERAIS,112542.40625,10771,2
PARÁ,5617969.5,152777,3
RIO GRANDE DO NORTE,484225.84375,63006,1
PARANÁ,41197.90234375,3907,2
MINAS GERAIS,428143.34375,26857,2
ALAGOAS,60461.83984375,18196,1
SERGIPE,907687.375,23005,3
SANTA CATARINA,28347.5234375,1485,2
MATO GROSSO,101233.46875,4792,2
RIO DE JANEIRO,367589.1875,22452,2
SANTA CATARINA,55311.43359375,4178,2
CEARÁ,101760.7265625,30900,1
PARAÍBA,88334.703125,21137,1
MINAS GERAIS,29156.40820312,6154,1
MATO GROSSO,4862344,181902,3
RIO GRANDE DO SUL,721714.0625,25866,3
RIO GRANDE DO SUL,105410.21875,3485,3
GOIÁS,37125.34765625,3345,2
RIO GRANDE DO SUL,2288915.5,127045,2
ALAGOAS,77771.0703125,20825,1
MINAS GERAIS,71393.78125,18891,1
RIO DE JANEIRO,330610.90625,17356,2
PARAÍBA,31312.67382812,8100,1
MINAS GERAIS,23984.67578125,6045,1
SÃO PAULO,2898355.75,330795,1
SANTA CATARINA,101054.3828125,7737,2
MATO GROSSO DO SUL,273076.90625,21677,2
SÃO PAULO,370607.09375,23225,2
BAHIA,61634.8046875,18314,1
PARANÁ,37012.03515625,3510,2
PARANÁ,89779.75,5885,2
PARAÍBA,15541.8515625,3861,1
SÃO PAULO,116352.234375,8364,2
PARÁ,86019.953125,22315,1
PARANÁ,25319.390625,3283,1
RIO GRANDE DO NORTE,65500.8671875,12189,1
RONDÔNIA,184094.6875,7843,3
SANTA CATARINA,93048.15625,6145,2
GOIÁS,22426.16015625,1672,2
SÃO PAULO,147362.53125,13953,2
ESPIRITO SANTO,228743.390625,31143,1
SÃO PAULO,257855.21875,24313,2
SÃO PAULO,1529548.5,72657,2
RIO GRANDE DO SUL,58480.27734375,2208,3
RORAIMA,170841.40625,19235,1
SÃO PAULO,353688,27526,2
MINAS GERAIS,38337.6640625,7361,1
RIO GRANDE DO SUL,86499.9921875,5745,2
PERNAMBUCO,147808.4375,35251,1
ESPIRITO SANTO,113717.1875,9126,2
SÃO PAULO,121228.2890625,8513,2
MINAS GERAIS,13797.65917969,3085,1
SÃO PAULO,152542.734375,10934,2
SÃO PAULO,19317.39648438,1616,2
SANTA CATARINA,78998.15625,4648,2
RIO GRANDE DO SUL,266408.5,12861,2
TOCANTINS,37384.703125,5102,1
MINAS GERAIS,59090.81640625,6715,1
SANTA CATARINA,26966.81835938,2033,2
MINAS GERAIS,32980.9609375,7234,1
PARANÁ,18781.17382812,2495,1
RIO GRANDE DO SUL,1226333.875,86557,2
GOIÁS,2658435.25,77511,3
RIO GRANDE DO NORTE,29353.125,7082,1
PARÁ,456256.9375,139819,1
MINAS GERAIS,1316052.375,75320,2
RIO GRANDE DO SUL,221980.84375,13845,2
PARÁ,272503.25,35530,1
SÃO PAULO,392993.75,37629,2
MATO GROSSO,150343.078125,12168,2
PARÁ,37286.609375,11433,1
CEARÁ,199633.515625,51386,1
PARANÁ,44678.48046875,3128,2
CEARÁ,46788.59765625,11914,1
BAHIA,21624.3203125,5713,1
SANTA CATARINA,78719.4765625,5528,2
SÃO PAULO,90408.453125,4138,2
ALAGOAS,56080.00390625,14779,1
PARANÁ,37717.46875,3217,2
PARANÁ,435989.78125,33023,2
PARANÁ,639611.25,35707,2
MINAS GERAIS,19452.35351562,4066,1
GOIÁS,85042.3515625,5490,2
MARANHÃO,269802.40625,27756,2
BAHIA,29632.92382812,7446,1
PARÁ,55202.80859375,16004,1
BAHIA,95182.21875,25159,1
PARÁ,68304.5390625,20506,1
CEARÁ,169086.6875,50784,1
PIAUÍ,8365.68066406,1212,1
BAHIA,34616.9453125,9450,1
GOIÁS,61092.53515625,7780,1
RIO GRANDE DO SUL,80535.53125,3305,3
PARANÁ,79525.1875,7481,2
PARAÍBA,1138589.125,126775,1
AMAZONAS,82990.75,20836,1
SANTA CATARINA,513060.09375,16015,3
SÃO PAULO,4523692.5,220463,2
RIO GRANDE DO NORTE,26507.66992188,6688,1
TOCANTINS,57169.52734375,4216,2
RIO GRANDE DO SUL,26309.73242188,1606,2
PARAÍBA,54124.6328125,13273,1
MARANHÃO,92651.421875,28787,1
CEARÁ,356308.75,56098,1
RONDÔNIA,231911.1875,17547,2
RIO GRANDE DO SUL,42255.71875,3291,2
MINAS GERAIS,28926.7109375,4795,1
BAHIA,1009100.25,35501,3
SÃO PAULO,1068860,84416,2
MINAS GERAIS,23792.85742188,4362,1
RIO GRANDE DO SUL,97232.75,6210,2
RIO GRANDE DO SUL,446546.65625,34999,2
PARAÍBA,26376.34960938,7256,1
PERNAMBUCO,88732.6171875,25500,1
RONDÔNIA,650214.25,53943,2
MINAS GERAIS,879759.625,48723,2
MINAS GERAIS,50889.91015625,12499,1
MINAS GERAIS,38055.9140625,6667,1
TOCANTINS,21603.1328125,3950,1
SÃO PAULO,61968.03515625,3941,2
MINAS GERAIS,92011.21875,7626,2
RIO GRANDE DO SUL,39798.56640625,1967,2
GOIÁS,40514.72265625,7466,1
SANTA CATARINA,170871.0625,4279,3
MINAS GERAIS,206330.90625,34634,1
MINAS GERAIS,143298.65625,12852,2
MINAS GERAIS,268169.0625,20042,2
SANTA CATARINA,24587.53710938,2060,2
MINAS GERAIS,1101311.25,101846,2
MARANHÃO,48739.4375,15051,1
SÃO PAULO,24476.94921875,2835,1
RIO DE JANEIRO,291441.21875,18024,2
RIO DE JANEIRO,778181.8125,84866,1
SÃO PAULO,6901888,241077,3
MATO GROSSO DO SUL,52382.24609375,4932,2
PIAUÍ,29922.13867188,8567,1
SANTA CATARINA,52359.0625,3444,2
SÃO PAULO,15919.24707031,1521,2
RIO GRANDE DO SUL,439259.09375,16012,3
RIO GRANDE DO SUL,58895.875,5728,2
ACRE,684349.25,77004,1
BAHIA,259546.765625,59193,1
RONDÔNIA,132686.515625,12915,2
ALAGOAS,123021.7890625,32181,1
SÃO PAULO,540496.875,49508,2
MARANHÃO,291564.46875,103958,1
MINAS GERAIS,117550.2890625,14366,1
PERNAMBUCO,2601107.5,397268,1
PERNAMBUCO,61100.4453125,18097,1
SANTA CATARINA,729278.8125,26788,3
RIO DE JANEIRO,784140.5,69374,2
PARAÍBA,30984.4375,8191,1
PARANÁ,109910.7734375,9349,2
PIAUÍ,17722.32421875,5147,1
PARÁ,608372.75,98750,1
MATO GROSSO,249672.71875,15170,2
SANTA CATARINA,538854.125,25444,2
RIO GRANDE DO NORTE,27125.36523438,5999,1
RIO GRANDE DO NORTE,59598.796875,14118,1
BAHIA,27641.48828125,7964,1
GOIÁS,22484.65234375,2075,2
PARANÁ,320909.46875,29704,2
MINAS GERAIS,69273.6015625,3586,2
BAHIA,80547.1640625,23237,1
PIAUÍ,19942.30273438,3817,1
PERNAMBUCO,23538.6875,7977,1
MINAS GERAIS,29451.74609375,6727,1
MINAS GERAIS,539718.125,54149,2
PARANÁ,114636.953125,11996,1
BAHIA,62869.55859375,20854,1
CEARÁ,24448.77734375,7059,1
TOCANTINS,37887.359375,5248,1
MARANHÃO,17795.5546875,5687,1
MINAS GERAIS,34052.71875,4715,1
MINAS GERAIS,25364.18359375,5936,1
CEARÁ,602302.25,97203,1
SÃO PAULO,18543.80664062,1826,2
PARANÁ,90435.8046875,8621,2
RIO GRANDE DO SUL,25434.3984375,2010,2
RIO GRANDE DO SUL,38823.68359375,2293,2
RIO GRANDE DO SUL,34524.50390625,3468,2
SÃO PAULO,49629.58984375,5138,2
SANTA CATARINA,3190218.25,188557,2
RONDÔNIA,130260.3828125,12117,2
PERNAMBUCO,45951.76171875,11802,1
BAHIA,27027.58203125,3599,1
RIO GRANDE DO SUL,38706.75390625,2684,2
PARANÁ,95327.8046875,14399,1
SÃO PAULO,149794.8125,10771,2
SÃO PAULO,717951.9375,29149,3
MARANHÃO,22781.03515625,10337,1
MATO GROSSO DO SUL,357573.625,19596,2
MATO GROSSO DO SUL,121477.9609375,12421,2
GOIÁS,35307.09765625,5570,1
ALAGOAS,115097.2109375,26978,1
MINAS GERAIS,45615.8046875,9157,1
SANTA CATARINA,102350.7265625,8328,2
SÃO PAULO,99709.078125,9131,2
SÃO PAULO,78971.359375,5140,2
RIO GRANDE DO SUL,32523.8359375,2882,2
MATO GROSSO,97908.1171875,8462,2
SÃO PAULO,49320.47265625,2290,2
SERGIPE,374330.78125,28960,2
RIO GRANDE DO SUL,112400.703125,11879,1
MINAS GERAIS,44903.0625,7157,1
SANTA CATARINA,119382.859375,12149,2
TOCANTINS,286396.4375,22530,2
GOIÁS,634494.625,40838,2
BAHIA,45801.265625,15171,1
MATO GROSSO DO SUL,68084.109375,4370,2
BAHIA,260520.578125,23431,2
ESPIRITO SANTO,6041447,413548,2
SANTA CATARINA,70663.1171875,7315,2
TOCANTINS,62468.2578125,7029,1
RIO GRANDE DO NORTE,65991.015625,14056,1
PARANÁ,5072749,314681,2
CEARÁ,108854.390625,24622,1
PIAUÍ,23287.57226562,4683,1
RIO GRANDE DO SUL,60463.88671875,2839,2
MATO GROSSO,166344.46875,11170,2
MATO GROSSO,579852.1875,51414,2
PARAÍBA,40478.1015625,8693,1
BAHIA,114526.578125,22557,1
PARANÁ,49499.19140625,4538,2
PIAUÍ,73767.7265625,19264,1
MINAS GERAIS,31324.53125,9315,1
GOIÁS,189322.390625,26336,1
BAHIA,42632.4140625,12092,1
MATO GROSSO,40506.87890625,4027,2
MATO GROSSO DO SUL,46228.9140625,5075,1
MINAS GERAIS,23784.84375,3881,1
PARAÍBA,54047.7109375,13998,1
RIO GRANDE DO SUL,99997.7265625,6715,2
RIO GRANDE DO NORTE,31728.19335938,3505,1
RIO GRANDE DO SUL,523359.53125,33706,2
PARANÁ,210151.359375,20103,2
SÃO PAULO,156873.703125,16833,1
SÃO PAULO,238555.140625,19741,2
PARÁ,31326.78710938,10993,1
PARANÁ,48794.671875,5696,1
PERNAMBUCO,89110.390625,20509,1
MINAS GERAIS,205323.984375,15177,2
RIO DE JANEIRO,175962.25,18366,1
SANTA CATARINA,55876.828125,4963,2
SÃO PAULO,401904.125,17745,3
PARAÍBA,34666.3046875,7915,1
GOIÁS,29951.6015625,4266,1
SÃO PAULO,544058.1875,28230,2
MATO GROSSO DO SUL,169988.34375,10885,2
PARAÍBA,11010.53808594,2695,1
SÃO PAULO,38062.2890625,3160,2
PARAÍBA,19314.640625,3964,1
SÃO PAULO,98921.7265625,2573,3
MINAS GERAIS,32595.18554688,7748,1
CEARÁ,34502.4453125,12356,1
RIO GRANDE DO SUL,54457.4296875,4876,2
RIO GRANDE DO SUL,45804.63671875,1803,3
RIO GRANDE DO SUL,100088.4609375,7238,2
SANTA CATARINA,25560.29492188,2120,2
MINAS GERAIS,224811.046875,55141,1
SÃO PAULO,884692.25,45895,2
PIAUÍ,14508.88183594,5224,1
MINAS GERAIS,21976.33789062,4095,1
SÃO PAULO,411011.4375,26296,2
GOIÁS,43015.3046875,7702,1
RIO GRANDE DO SUL,107567.1953125,4040,3
TOCANTINS,32922.9375,3840,1
SANTA CATARINA,31216.15234375,2578,2
MINAS GERAIS,21347.22460938,4234,1
SÃO PAULO,720004.875,36214,2
PARANÁ,49979.51953125,6005,1
AMAZONAS,293563.5,64671,1
SÃO PAULO,74203.8203125,6715,2
MATO GROSSO DO SUL,73539.640625,3895,2
SÃO PAULO,44271.6015625,3949,2
MINAS GERAIS,35403.859375,5941,1
PERNAMBUCO,42065.83984375,11503,1
PARAÍBA,37751.00390625,9629,1
PARAÍBA,157254.578125,30353,1
RIO GRANDE DO SUL,78699.4921875,8297,1
RIO GRANDE DO SUL,34460.4375,4338,1
SÃO PAULO,281122.375,12943,2
MINAS GERAIS,50991.1015625,16025,1
BAHIA,441113.46875,76113,1
MINAS GERAIS,27933.33398438,4086,1
PARÁ,42869.5,6967,1
PARANÁ,222191.203125,17995,2
SANTA CATARINA,399168.625,13177,3
PARAÍBA,45119.921875,12950,1
RIO GRANDE DO SUL,72566.6875,3615,2
PARÁ,49263.66796875,17657,1
MINAS GERAIS,24753.921875,5853,1
MINAS GERAIS,662872.6875,75051,1
MINAS GERAIS,48271.5390625,6038,1
SÃO PAULO,177045.75,14366,2
MARANHÃO,51609.3203125,15438,1
PERNAMBUCO,121027.7890625,20788,1
PERNAMBUCO,121027.7890625,20788,1
RIO GRANDE DO NORTE,51087.0703125,12673,1
MINAS GERAIS,113525.6953125,6857,2
GOIÁS,29754.37695312,2811,2
SÃO PAULO,125832.2890625,12796,2
PARAÍBA,31034.17382812,5648,1
PARANÁ,150605.46875,13762,2
GOIÁS,32874.7421875,3591,1
PIAUÍ,47974.109375,11886,1
GOIÁS,32617.93359375,3719,1
RONDÔNIA,305759.46875,24354,2
RIO GRANDE DO SUL,26965.09960938,2614,2
SÃO PAULO,111997.5,13148,1
BAHIA,248463.546875,36407,1
PARAÍBA,23832.2734375,5112,1
MINAS GERAIS,113999.140625,9216,2
SANTA CATARINA,71381.171875,4446,2
PARÁ,85909.015625,17944,1
GOIÁS,34174.171875,2421,2
SÃO PAULO,222970.78125,29335,1
ESPIRITO SANTO,51267.28125,5910,1
MARANHÃO,33320.8359375,5505,1
SANTA CATARINA,360948.40625,17316,2
RIO GRANDE DO SUL,130000.5546875,3104,3
MATO GROSSO,161839.515625,18190,1
RIO GRANDE DO SUL,442481.40625,31605,2
MARANHÃO,117887.015625,33211,1
MINAS GERAIS,48432.0078125,6943,1
PIAUÍ,12661.11914062,4252,1
RIO DE JANEIRO,4152779.5,501544,1
PIAUÍ,69108.7109375,10681,1
BAHIA,60193.390625,13274,1
MINAS GERAIS,64479.90625,6966,1
PARANÁ,23185.61132812,3616,1
RIO GRANDE DO SUL,1101219.625,78045,2
MATO GROSSO,215663.78125,5989,3
MARANHÃO,31862.96679688,6937,1
MINAS GERAIS,17524.14453125,3635,1
RIO GRANDE DO SUL,62839.40234375,5880,2
MATO GROSSO,112836.2265625,11142,2
BAHIA,85315.9296875,20461,1
MINAS GERAIS,112299.921875,21525,1
MATO GROSSO,566956.375,13022,3
GOIÁS,61218.0625,9117,1
SÃO PAULO,425776.84375,24049,2
MINAS GERAIS,429893.15625,14786,3
BAHIA,70579.2578125,17087,1
SÃO PAULO,781307.5,36271,2
RIO GRANDE DO SUL,56712.58203125,2802,2
PARANÁ,66383.7890625,11369,1
PARANÁ,567051.8125,84651,1
MINAS GERAIS,769552.625,70507,2
MARANHÃO,39999.6015625,12740,1
PARAÍBA,68387.4453125,11383,1
CEARÁ,64510.1875,15095,1
PARANÁ,84238.7265625,9989,1
RIO GRANDE DO SUL,19915.02148438,1516,2
MARANHÃO,32000.21289062,6249,1
CEARÁ,53638.68359375,15828,1
PERNAMBUCO,54602.00390625,15567,1
SÃO PAULO,48350.54296875,6464,1
PIAUÍ,52707.390625,10663,1
GOIÁS,73282.2890625,7056,2
GOIÁS,20963.40039062,2608,1
ESPIRITO SANTO,319573.6875,33212,1
ALAGOAS,55018.47265625,14144,1
SÃO PAULO,37263.28515625,1767,2
SANTA CATARINA,60498.34765625,4328,2
PARANÁ,8884459,510707,2
SERGIPE,86425.0546875,4448,2
MINAS GERAIS,45288.83984375,7041,1
PARANÁ,403533.84375,32401,2
TOCANTINS,42927.14453125,10737,1
MATO GROSSO DO SUL,214122.734375,17856,2
SANTA CATARINA,37223.03125,3267,2
AMAZONAS,86443.9765625,18474,1
BAHIA,17804.328125,5300,1
GOIÁS,23558.65429688,3381,1
PARANÁ,46041.5859375,5881,1
PARANÁ,469339.28125,17526,3
RIO GRANDE DO SUL,37875.15625,2804,2
PARAÍBA,54769.8984375,14487,1
MARANHÃO,38685.26953125,14801,1
PIAUÍ,19997.05664062,7440,1
RIO GRANDE DO SUL,496112.75,39500,2
SERGIPE,17142.58007812,2878,1
ALAGOAS,49013.73046875,18166,1
MINAS GERAIS,51514.1640625,11877,1
BAHIA,51710.9609375,13205,1
SÃO PAULO,159750.53125,15232,2
SÃO PAULO,38425.24609375,3690,2
PARANÁ,145924.015625,13113,2
SÃO PAULO,39134.96484375,2974,2
RIO GRANDE DO SUL,29473.42773438,2537,2
RIO GRANDE DO SUL,28221.046875,2851,2
GOIÁS,47816.89453125,6982,1
MATO GROSSO,90140.0703125,10109,1
PERNAMBUCO,56014.265625,11456,1
PARAÍBA,271837.96875,41677,1
ALAGOAS,276627.6875,48462,1
RIO GRANDE DO SUL,52835.09765625,3966,2
RIO DE JANEIRO,924421,57300,2
CEARÁ,492432.96875,69616,1
AMAZONAS,188022.75,33884,1
SÃO PAULO,51065.82421875,4131,2
SÃO PAULO,125400.96875,10776,2
BAHIA,57489.546875,15758,1
RIO GRANDE DO SUL,47502.75,3215,2
PERNAMBUCO,45260.94140625,14694,1
PARANÁ,84277.2109375,11795,1
ALAGOAS,37205.45703125,10649,1
ALAGOAS,53447.09765625,7572,1
SANTA CATARINA,236723.953125,9119,3
PARÁ,78208.3984375,24695,1
MINAS GERAIS,54929.03515625,8790,1
MATO GROSSO DO SUL,208040.625,9679,2
ESPIRITO SANTO,153654.21875,13119,2
BAHIA,108985.7265625,24650,1
MINAS GERAIS,24598.26367188,4282,1
MINAS GERAIS,36815.05859375,5808,1
RIO GRANDE DO SUL,95309.7109375,3827,3
PARAÍBA,82823.6875,20834,1
BAHIA,48967.69140625,16665,1
GOIÁS,609433.5625,31417,2
MINAS GERAIS,25393.54296875,2821,1
GOIÁS,23099.80078125,2967,1
PARÁ,172814.859375,36020,1
GOIÁS,112800.390625,15296,1
MARANHÃO,22907.2890625,5094,1
PERNAMBUCO,36137.47265625,10184,1
GOIÁS,14339.46679688,2379,1
MINAS GERAIS,236121.328125,23410,2
SÃO PAULO,72294.453125,5308,2
PARAÍBA,23521.92578125,6304,1
SANTA CATARINA,144797.453125,4367,3
RIO GRANDE DO SUL,265706.9375,14585,2
MINAS GERAIS,33510.38671875,6829,1
PARAÍBA,39501.80078125,10548,1
PARANÁ,64570.7421875,6715,1
PARANÁ,149379.453125,14655,2
PIAUÍ,13028.07714844,3955,1
BAHIA,20694.26171875,5864,1
CEARÁ,44171.85546875,14414,1
PARANÁ,276979.6875,21830,2
BAHIA,385661.53125,22026,2
SANTA CATARINA,39151.81640625,5183,1
SÃO PAULO,74791.921875,5250,2
SÃO PAULO,271257.3125,21095,2
PERNAMBUCO,158148.59375,35235,1
MINAS GERAIS,40279.03515625,2595,2
PERNAMBUCO,33307.78515625,8481,1
SÃO PAULO,81982.7109375,9123,1
BAHIA,34065.65234375,11988,1
RIO GRANDE DO SUL,42260.59375,1276,3
GOIÁS,37564.171875,3575,2
MARANHÃO,48668.73828125,13170,1
PERNAMBUCO,51672.58984375,11086,1
TOCANTINS,8387.24511719,1468,1
GOIÁS,40064.34375,4667,1
PARÁ,171342.984375,17437,2
MINAS GERAIS,17999.01757812,1896,1
PARANÁ,226279.140625,36876,1
PARANÁ,76597.8515625,6209,2
SÃO PAULO,4220313,330938,2
SÃO PAULO,22018042,615871,3
SANTA CATARINA,240090.234375,6959,3
PARANÁ,245062.046875,20159,2
MARANHÃO,94814.2578125,15533,1
PIAUÍ,30910.51953125,9837,1
MARANHÃO,56098.98828125,19684,1
CEARÁ,69442.953125,22215,1
ACRE,239317.046875,32261,1
SÃO PAULO,231399.84375,15554,2
SÃO PAULO,84087.890625,10846,1
CEARÁ,209209.65625,32352,1
SÃO PAULO,241628.390625,4167,4
MATO GROSSO DO SUL,127829.984375,8397,2
RIO GRANDE DO NORTE,20293.27539062,4437,1
PARANÁ,77784.9765625,11474,1
RIO GRANDE DO SUL,55210.82421875,2747,2
PARANÁ,95171.7109375,7142,2
RIO GRANDE DO SUL,56553.53125,4246,2
CEARÁ,76568.03125,23309,1
BAHIA,28108.08203125,6884,1
MINAS GERAIS,25430.3046875,5065,1
RIO GRANDE DO SUL,66182.6328125,5212,2
RIO GRANDE DO SUL,469216.03125,38989,2
CEARÁ,153681.328125,40198,1
RIO GRANDE DO NORTE,106386.3203125,22071,1
SERGIPE,225039.484375,28520,1
RIO GRANDE DO NORTE,19215.06835938,4724,1
RIO GRANDE DO SUL,29492.16796875,2923,2
PARANÁ,57688.05078125,7919,1
PARAÍBA,25686.3046875,5624,1
MINAS GERAIS,25320.98632812,3138,1
RONDÔNIA,128036.203125,10325,2
MINAS GERAIS,73356.8828125,7073,2
PARANÁ,224224.78125,16032,2
TOCANTINS,139798.21875,10913,2
MATO GROSSO DO SUL,120052.109375,18805,1
ALAGOAS,45588.03125,12290,1
MINAS GERAIS,66454.578125,6525,2
SANTA CATARINA,20046.28125,1830,2
MATO GROSSO DO SUL,331288.75,13879,3
SANTA CATARINA,115245.6171875,4610,3
PERNAMBUCO,107200.359375,22591,1
GOIÁS,310289.59375,8624,3
RIO GRANDE DO NORTE,22295.30859375,5471,1
MINAS GERAIS,26698.18359375,4971,1
MINAS GERAIS,33054.35546875,8183,1
MATO GROSSO,224333.046875,8498,3
RIO DE JANEIRO,4526169,168664,3
MARANHÃO,97213.53125,10640,1
MINAS GERAIS,34833.42578125,5338,1
PARAÍBA,23410.6640625,5822,1
PARANÁ,64455.578125,4113,2
SANTA CATARINA,256138.703125,15399,2
RIO GRANDE DO SUL,57898.2734375,3328,2
PIAUÍ,14595.64648438,4778,1
GOIÁS,23190.03515625,3679,1
SÃO PAULO,180082.515625,14979,2
AMAZONAS,53763.04296875,13994,1
MINAS GERAIS,10686.73730469,1794,1
MINAS GERAIS,30083.95507812,4776,1
SÃO PAULO,8920202,152093,4
RIO GRANDE DO SUL,464272.90625,40861,2
MINAS GERAIS,112857.84375,6922,2
PARÁ,156126.578125,39184,1
MINAS GERAIS,129022.25,15384,1
RIO GRANDE DO NORTE,39965.72265625,9655,1
SÃO PAULO,156003.6875,8021,2
MINAS GERAIS,178886.46875,33581,1
MATO GROSSO DO SUL,596696.25,21650,3
MINAS GERAIS,42973.390625,5527,1
PARANÁ,131806.546875,7822,2
SERGIPE,433014,75104,1
MARANHÃO,61941.3515625,15500,1
SÃO PAULO,1172098.75,67715,2
RIO GRANDE DO SUL,94414.78125,9854,1
RIO GRANDE DO NORTE,21702.828125,4915,1
BAHIA,231667.328125,30724,1
MARANHÃO,89164.140625,24357,1
RIO GRANDE DO SUL,3847928,345181,2
MINAS GERAIS,233092.5625,41043,1
PIAUÍ,95740.546875,33410,1
CEARÁ,80904.34375,23738,1
BAHIA,301914.84375,66718,1
MINAS GERAIS,86299.8359375,4732,2
SANTA CATARINA,51281.359375,4048,2
RIO GRANDE DO SUL,213364.296875,26116,1
PIAUÍ,13182.60742188,3762,1
PARANÁ,196929.125,19090,2
MATO GROSSO,35419.9140625,3185,2
SÃO PAULO,121979.5078125,5337,3
PIAUÍ,17273.45703125,5444,1
PARÁ,69514.453125,18124,1
RIO GRANDE DO SUL,899678,30518,3
TOCANTINS,17398.15234375,3729,1
MINAS GERAIS,24275.17382812,5105,1
PARAÍBA,61040.89453125,17654,1
SÃO PAULO,3621430.5,207725,2
CEARÁ,59368.80078125,19233,1
ALAGOAS,38793.6640625,6864,1
BAHIA,75152.75,18298,1
RIO GRANDE DO SUL,27485.80078125,2668,2
MATO GROSSO,197953.296875,14523,2
MARANHÃO,30728.74609375,7771,1
PARANÁ,47845.046875,5337,1
PERNAMBUCO,104318.1484375,22657,1
ALAGOAS,21836.53515625,4698,1
PERNAMBUCO,537801.375,32568,2
PERNAMBUCO,747228.4375,96266,1
MINAS GERAIS,55671.82421875,8560,1
SÃO PAULO,50640.265625,4547,2
PARANÁ,131341.5,9673,2
SANTA CATARINA,401694.09375,23099,2
RIO GRANDE DO SUL,512048.65625,51634,2
GOIÁS,103091.7421875,7622,2
RIO GRANDE DO NORTE,40613.48828125,10594,1
PARÁ,3287297.25,92567,3
RIO GRANDE DO NORTE,17591.51171875,3875,1
PARANÁ,890870.75,47048,2
SANTA CATARINA,108180.3359375,3692,3
MATO GROSSO DO SUL,39353.12109375,7752,1
MATO GROSSO DO SUL,453318.5625,46515,2
AMAZONAS,919967.375,89440,2
BAHIA,60391.05859375,17435,1
MINAS GERAIS,33237.796875,7802,1
SÃO PAULO,102839.6953125,8258,2
PARANÁ,224432.015625,16217,2
MINAS GERAIS,575518.5625,9738,4
SÃO PAULO,17830.34375,3271,1
PARÁ,68352.0703125,12671,1
MATO GROSSO,753334.4375,14611,3
RIO GRANDE DO SUL,393147.09375,44040,1
BAHIA,45913.02734375,11421,1
PARÁ,52004.66796875,11743,1
SÃO PAULO,37168.44140625,3781,2
BAHIA,263281.65625,30484,1
BAHIA,41611.04296875,14510,1
CEARÁ,177781,38406,1
MINAS GERAIS,258312.09375,8253,3
PIAUÍ,15302.33691406,2567,1
ALAGOAS,18489.390625,5766,1
PARANÁ,924553.3125,82716,2
ESPIRITO SANTO,177162.171875,10724,2
RIO GRANDE DO SUL,91043.1484375,6724,2
MATO GROSSO DO SUL,83202.2109375,10955,1
PARÁ,111036.953125,39317,1
RIO GRANDE DO SUL,27404.21679688,2404,2
PARAÍBA,268318.09375,20849,2
RIO GRANDE DO NORTE,15755.61914062,3974,1
RIO GRANDE DO SUL,82090.3515625,7652,2
RIO DE JANEIRO,1186557.875,26114,3
PERNAMBUCO,42880.90234375,10584,1
SANTA CATARINA,126660.9453125,10825,2
GOIÁS,311428.53125,19154,2
PARANÁ,93567.703125,9195,2
BAHIA,246407.75,16783,2
SANTA CATARINA,1441624,46585,3
BAHIA,36806.5546875,11134,1
SÃO PAULO,192180.890625,2875,4
SÃO PAULO,42167.82421875,3510,2
RIO GRANDE DO SUL,46870.01953125,4122,2
PARÁ,69021.6796875,17134,1
PIAUÍ,28102.36328125,5543,1
SÃO PAULO,347404.46875,34666,2
PIAUÍ,14977.6171875,5338,1
BAHIA,147890.25,38735,1
BAHIA,32635.74023438,12244,1
BAHIA,66410.25,21461,1
RIO GRANDE DO SUL,31442.67773438,1649,2
AMAZONAS,53516.7578125,13566,1
BAHIA,39785.59765625,9451,1
PIAUÍ,13479.57128906,4025,1
PERNAMBUCO,251538.109375,53272,1
SÃO PAULO,757754.875,8876,4
PERNAMBUCO,182380.953125,40832,1
RIO GRANDE DO SUL,59109.97265625,5329,2
PARAÍBA,57766.76171875,15709,1
CEARÁ,157030.65625,19385,1
MATO GROSSO,100880.3984375,7216,2
RIO GRANDE DO SUL,216951.15625,25154,1
SERGIPE,139752.40625,19708,1
MINAS GERAIS,11495.64648438,1680,1
MINAS GERAIS,74084.8203125,7584,2
SÃO PAULO,680519.0625,16939,3
AMAZONAS,119983.046875,32496,1
SÃO PAULO,100781.7109375,11989,1
RIO GRANDE DO NORTE,93718.1328125,18069,1
MARANHÃO,35572.08203125,12684,1
MATO GROSSO DO SUL,2014697.375,89493,3
PARÁ,878875.1875,97350,1
PARANÁ,114976.984375,16608,1
MINAS GERAIS,72362.625,7224,2
GOIÁS,63866.6953125,11829,1
PERNAMBUCO,1023204.5625,126399,1
TOCANTINS,35816.33203125,2839,2
MINAS GERAIS,30319.06054688,3734,1
RIO GRANDE DO SUL,364664.65625,9249,3
SÃO PAULO,16585137,349929,3
MARANHÃO,30859.44335938,10152,1
MINAS GERAIS,219847.546875,25899,1
MINAS GERAIS,123114.4453125,15507,1
MATO GROSSO,741355.375,55120,2
RIO DE JANEIRO,9615568,991382,2
MINAS GERAIS,29155.28125,5743,1
CEARÁ,191563.78125,45080,1
PERNAMBUCO,217645.296875,38610,1
